ID Provinsi,Nama Provinsi,ID Kota/Kabupaten,Nama Kota/Kabupaten,ID Kecamatan,Nama Kecamatan,ID Kelurahan/Desa,Nama Kelurahan/Desa,ID TPS,Nama TPS,DPT,DPTb,DPK,Paslon 01,Paslon 02,Paslon 03,Suara Sah,Suara Tidak Sah,Total Suara,Status,Gambar Formulir Model C.Hasil-PPWP ke-1,Gambar Formulir Model C.Hasil-PPWP ke-2,Gambar Formulir Model C.Hasil-PPWP ke-3
34,DAERAH ISTIMEWA YOGYAKARTA,3404,SLEMAN,340407,DEPOK,3404072001,CATURTUNGGAL,3404072001063,TPS 063,null,null,null,null,null,null,null,null,null,PROCESS,null,null,null
34,DAERAH ISTIMEWA YOGYAKARTA,3404,SLEMAN,340407,DEPOK,3404072001,CATURTUNGGAL,3404072001064,TPS 064,null,null,null,59,102,62,null,null,null,INVALID,https://sirekap-obj-formc.kpu.go.id/6fa6/pemilu/ppwp/34/04/07/20/01/3404072001064-20240214-213611--67eacf98-484d-4ec7-83d6-e72c1058ba2a.jpg,https://sirekap-obj-formc.kpu.go.id/6fa6/pemilu/ppwp/34/04/07/20/01/3404072001064-20240214-213726--e5a286b1-fa94-4b0f-8645-d427792998b9.jpg,https://sirekap-obj-formc.kpu.go.id/6fa6/pemilu/ppwp/34/04/07/20/01/3404072001064-20240214-213748--fc464150-c386-4578-a4ec-50c688d4eabf.jpg
34,DAERAH ISTIMEWA YOGYAKARTA,3404,SLEMAN,340407,DEPOK,3404072001,CATURTUNGGAL,3404072001065,TPS 065,null,null,null,33,62,82,null,null,null,INVALID,https://sirekap-obj-formc.kpu.go.id/457b/pemilu/ppwp/34/04/07/20/01/3404072001065-20240214-234618--9a23e4b7-30b0-481d-8cd8-c9b1956c9045.jpg,https://sirekap-obj-formc.kpu.go.id/457b/pemilu/ppwp/34/04/07/20/01/3404072001065-20240214-234721--310a3ffb-172d-47db-8fc4-2b419855cc4e.jpg,https://sirekap-obj-formc.kpu.go.id/457b/pemilu/ppwp/34/04/07/20/01/3404072001065-20240214-234826--b7dd8e68-5d43-46fb-b783-10f973951200.jpg
34,DAERAH ISTIMEWA YOGYAKARTA,3404,SLEMAN,340407,DEPOK,3404072001,CATURTUNGGAL,3404072001066,TPS 066,284,12,0,59,96,84,239,9,248,VALID,https://sirekap-obj-formc.kpu.go.id/c408/pemilu/ppwp/34/04/07/20/01/3404072001066-20240216-142929--12a8ee2a-4917-4222-9c45-39f5ca3df27f.jpg,https://sirekap-obj-formc.kpu.go.id/c408/pemilu/ppwp/34/04/07/20/01/3404072001066-20240216-142930--0acae878-f0df-439a-8961-01742aca502b.jpg,https://sirekap-obj-formc.kpu.go.id/c408/pemilu/ppwp/34/04/07/20/01/3404072001066-20240216-142930--3813987d-cd96-4625-93e5-2efc8eb2ee55.jpg
34,DAERAH ISTIMEWA YOGYAKARTA,3404,SLEMAN,340407,DEPOK,3404072001,CATURTUNGGAL,3404072001067,TPS 067,0,0,0,22,64,68,154,2,156,VALID,https://sirekap-obj-formc.kpu.go.id/1767/pemilu/ppwp/34/04/07/20/01/3404072001067-20240216-142542--7b416174-1215-4e83-8253-fc48dfce7e35.jpg,https://sirekap-obj-formc.kpu.go.id/1767/pemilu/ppwp/34/04/07/20/01/3404072001067-20240216-142544--6d1b9c2d-b3cf-432b-9b09-8a9badf3381d.jpg,https://sirekap-obj-formc.kpu.go.id/1767/pemilu/ppwp/34/04/07/20/01/3404072001067-20240216-142543--e656c3d0-16cd-405a-a06f-a5ab6e81d6bb.jpg
34,DAERAH ISTIMEWA YOGYAKARTA,3404,SLEMAN,340407,DEPOK,3404072001,CATURTUNGGAL,3404072001068,TPS 068,0,7,1,62,92,76,230,3,233,VALID,https://sirekap-obj-formc.kpu.go.id/bb82/pemilu/ppwp/34/04/07/20/01/3404072001068-20240214-215855--55e7ab3e-7fb0-4f4a-815d-083359c62ccd.jpg,https://sirekap-obj-formc.kpu.go.id/bb82/pemilu/ppwp/34/04/07/20/01/3404072001068-20240214-215916--0051fc2c-81a2-409c-9977-f43c30a42e2f.jpg,https://sirekap-obj-formc.kpu.go.id/bb82/pemilu/ppwp/34/04/07/20/01/3404072001068-20240214-215905--21a7423f-5bfd-479b-9f7d-4a57a4dc0c5f.jpg
34,DAERAH ISTIMEWA YOGYAKARTA,3404,SLEMAN,340407,DEPOK,3404072001,CATURTUNGGAL,3404072001069,TPS 069,277,7,3,32,101,106,239,3,242,VALID,https://sirekap-obj-formc.kpu.go.id/0942/pemilu/ppwp/34/04/07/20/01/3404072001069-20240214-155545--cbeeb6af-53c2-431d-b83c-405648379871.jpg,https://sirekap-obj-formc.kpu.go.id/0942/pemilu/ppwp/34/04/07/20/01/3404072001069-20240214-155612--cc9c015c-7535-459e-9d11-04b77bbdeff9.jpg,https://sirekap-obj-formc.kpu.go.id/0942/pemilu/ppwp/34/04/07/20/01/3404072001069-20240214-155637--a69ed41e-72ef-4f3b-a92d-077fdc6056c7.jpg
34,DAERAH ISTIMEWA YOGYAKARTA,3404,SLEMAN,340407,DEPOK,3404072001,CATURTUNGGAL,3404072001070,TPS 070,null,null,null,null,null,null,null,null,null,PROCESS,null,null,null
34,DAERAH ISTIMEWA YOGYAKARTA,3404,SLEMAN,340407,DEPOK,3404072001,CATURTUNGGAL,3404072001071,TPS 071,230,15,3,52,79,89,220,2,222,VALID,https://sirekap-obj-formc.kpu.go.id/6c5b/pemilu/ppwp/34/04/07/20/01/3404072001071-20240214-204220--9a247c23-749e-4541-9106-d4d4f924e869.jpg,https://sirekap-obj-formc.kpu.go.id/6c5b/pemilu/ppwp/34/04/07/20/01/3404072001071-20240214-204306--e6ad7feb-46e5-457e-9070-7430fe9da261.jpg,https://sirekap-obj-formc.kpu.go.id/6c5b/pemilu/ppwp/34/04/07/20/01/3404072001071-20240214-204352--7fb5f5f7-03b8-474a-b5a2-4c8d73a6bceb.jpg
34,DAERAH ISTIMEWA YOGYAKARTA,3404,SLEMAN,340407,DEPOK,3404072001,CATURTUNGGAL,3404072001072,TPS 072,199,5,2,45,61,68,174,6,180,VALID,https://sirekap-obj-formc.kpu.go.id/5d5f/pemilu/ppwp/34/04/07/20/01/3404072001072-20240215-003131--949f3b1c-d343-418a-90b4-8a7736ff212b.jpg,https://sirekap-obj-formc.kpu.go.id/5d5f/pemilu/ppwp/34/04/07/20/01/3404072001072-20240214-235842--4c43d7be-53a3-44cc-bb66-6863c490432d.jpg,https://sirekap-obj-formc.kpu.go.id/5d5f/pemilu/ppwp/34/04/07/20/01/3404072001072-20240214-235856--9681a77b-faf7-4e25-93f2-f8209425dae5.jpg
